ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,Angle_ROL,Angle_PIT,Angle_YAW
-579,-4202,7214,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-579,-4202,7214,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-406,-4145,7474,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-406,-4145,7474,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-406,-4145,7474,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-406,-4145,7474,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-406,-4145,7474,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-406,-4145,7474,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-406,-4145,7474,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-406,-4145,7474,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-504,-4604,7580,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-504,-4604,7580,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-504,-4604,7580,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-504,-4604,7580,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-504,-4604,7580,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-504,-4604,7580,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-504,-4604,7580,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-928,-4926,7170,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-928,-4926,7170,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-928,-4926,7170,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-928,-4926,7170,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-928,-4926,7170,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-928,-4926,7170,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-928,-4926,7170,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-928,-4926,7170,0,0,0,11.1800003051758,-39.04000092,-8.380000114
-743,-4581,7779,0,0,0,11.1800003051758,-39.04000092,-8.380000114
