Timestamp;X;X;rol;pit
2000;-4.480557E-001;-3.221651E+000;-3.221651E+000;-1.673858E+001
15000;-4.483302E-001;-2.381220E+000;-2.381220E+000;-1.519779E+001
26000;-4.486032E-001;-4.902512E-001;-4.902512E-001;-1.456746E+001
37000;-4.488823E-001;-1.050538E+000;-1.050538E+000;-1.428732E+001
49000;-4.491698E-001;-6.303231E-001;-6.303231E-001;-1.337685E+001
61000;-4.494531E-001;4.202154E-001;4.202154E-001;-1.190610E+001
72000;-4.497353E-001;1.190610E+000;1.190610E+000;-1.260646E+001
83000;-4.500104E-001;1.330682E+000;1.330682E+000;-1.400718E+001
94000;-4.502833E-001;1.540790E+000;1.540790E+000;-1.435736E+001
106000;-4.505556E-001;3.501795E-001;3.501795E-001;-1.477757E+001
117000;-4.508277E-001;-7.003589E-002;-7.003589E-002;-1.505772E+001
129000;-4.508277E-001;-2.801436E-001;-2.801436E-001;-1.687865E+001
141000;-4.513867E-001;-2.801436E-001;-2.801436E-001;-1.547793E+001
153000;-4.513867E-001;1.120574E+000;1.120574E+000;-1.365700E+001
164000;-4.516611E-001;1.961005E+000;1.961005E+000;-1.197614E+001
175000;-4.519336E-001;2.171113E+000;2.171113E+000;-1.029528E+001
187000;-4.524839E-001;1.190610E+000;1.190610E+000;-1.036531E+001
199000;-4.524839E-001;0.000000E+000;0.000000E+000;-1.050538E+001
210000;-4.527642E-001;-7.003589E-001;-7.003589E-001;-1.099564E+001
223000;-4.530451E-001;-1.400718E-001;-1.400718E-001;-1.148589E+001
237000;-4.533195E-001;4.902512E-001;4.902512E-001;-1.204617E+001
249000;-4.535985E-001;-4.202154E-001;-4.202154E-001;-1.323678E+001
260000;-4.538788E-001;-2.591328E+000;-2.591328E+000;-1.449743E+001
272000;-4.541595E-001;-2.591328E+000;-2.591328E+000;-1.449743E+001
284000;-4.544402E-001;7.003589E-002;7.003589E-002;-1.344689E+001
295000;-4.547144E-001;1.050538E+000;1.050538E+000;-1.204617E+001
306000;-4.549932E-001;7.703948E-001;7.703948E-001;-1.239635E+001
317000;-4.552733E-001;1.120574E+000;1.120574E+000;-1.113571E+001
328000;-4.552733E-001;2.661364E+000;2.661364E+000;-1.036531E+001
340000;-4.555472E-001;9.805024E-001;9.805024E-001;-9.384809E+000
352000;-4.561124E-001;-7.003589E-002;-7.003589E-002;-1.043535E+001
365000;-4.563947E-001;-1.540790E+000;-1.540790E+000;-1.134581E+001
378000;-4.566757E-001;-8.404307E-001;-8.404307E-001;-1.120574E+001
390000;-4.569497E-001;-1.260646E+000;-1.260646E+000;-1.204617E+001
401000;-4.572215E-001;-3.571831E+000;-3.571831E+000;-1.316675E+001
414000;-4.574992E-001;-5.532835E+000;-5.532835E+000;-1.442739E+001
426000;-4.577787E-001;-2.661364E+000;-2.661364E+000;-1.288660E+001
438000;-4.580587E-001;-2.941507E+000;-2.941507E+000;-1.141585E+001
449000;-4.583389E-001;-3.011543E+000;-3.011543E+000;-1.099564E+001
460000;-4.586124E-001;-2.871471E+000;-2.871471E+000;-1.127578E+001
471000;-4.588839E-001;-2.031041E+000;-2.031041E+000;-1.078553E+001
483000;-4.591614E-001;-1.400718E-001;-1.400718E-001;-1.015520E+001
495000;-4.594407E-001;-1.470754E+000;-1.470754E+000;-1.064546E+001
506000;-4.594407E-001;-1.400718E-001;-1.400718E-001;-1.008517E+001
518000;-4.597204E-001;-1.330682E+000;-1.330682E+000;-9.875061E+000
529000;-4.600003E-001;-3.641866E+000;-3.641866E+000;-1.008517E+001
541000;-4.602801E-001;-6.793481E+000;-6.793481E+000;-1.064546E+001
552000;-4.605599E-001;-8.264235E+000;-8.264235E+000;-1.064546E+001
564000;-4.608399E-001;-5.462800E+000;-5.462800E+000;-8.894558E+000
576000;-4.611130E-001;-3.221651E+000;-3.221651E+000;-8.544379E+000
587000;-4.613907E-001;-2.941507E+000;-2.941507E+000;-8.474343E+000
598000;-4.616631E-001;-2.101077E+000;-2.101077E+000;-8.544379E+000
609000;-4.619339E-001;-3.501795E-001;-3.501795E-001;-7.773984E+000
621000;-4.622109E-001;-3.501795E-001;-3.501795E-001;-8.334271E+000
633000;-4.624962E-001;-1.680861E+000;-1.680861E+000;-8.894558E+000
645000;-4.627774E-001;-3.151615E+000;-3.151615E+000;-1.001513E+001
657000;-4.630510E-001;-3.641866E+000;-3.641866E+000;-1.078553E+001
668000;-4.633285E-001;-3.641866E+000;-3.641866E+000;-1.078553E+001
679000;-4.636073E-001;-3.571831E+000;-3.571831E+000;-1.022524E+001
690000;-4.638864E-001;-5.532835E+000;-5.532835E+000;-1.246639E+001
702000;-4.641655E-001;-6.933553E+000;-6.933553E+000;-1.246639E+001
714000;-4.644447E-001;-4.412261E+000;-4.412261E+000;-1.071549E+001
727000;-4.647239E-001;-3.501795E+000;-3.501795E+000;-1.015520E+001
740000;-4.650097E-001;-3.781938E+000;-5.000000E+000;-1.036531E+001
752000;-4.652906E-001;-2.241148E+000;-2.241148E+000;-1.001513E+001
764000;-4.655637E-001;-1.680861E+000;-1.680861E+000;-9.664953E+000
775000;-4.658408E-001;-2.801436E+000;-2.801436E+000;-1.029528E+001
786000;-4.661191E-001;-4.762441E+000;-4.762441E+000;-1.155592E+001
797000;-4.663979E-001;-4.762441E+000;-4.762441E+000;-1.155592E+001
809000;-4.666701E-001;-5.042584E+000;-5.042584E+000;-1.071549E+001
820000;-4.669470E-001;-3.992046E+000;-3.992046E+000;-1.057542E+001
831000;-4.672251E-001;-3.992046E+000;-3.992046E+000;-1.127578E+001
842000;-4.675036E-001;-6.863518E+000;-6.863518E+000;-1.281657E+001
854000;-4.677756E-001;-5.112620E+000;-5.112620E+000;-1.183607E+001
865000;-4.680456E-001;-3.922010E+000;-3.922010E+000;-9.945096E+000
876000;-4.683216E-001;-2.451256E+000;-2.451256E+000;-9.314775E+000
888000;-4.685995E-001;-2.031041E+000;-2.031041E+000;-8.334271E+000
900000;-4.688776E-001;-2.591328E+000;-2.591328E+000;-7.003589E+000
911000;-4.691559E-001;-1.820933E+000;-1.820933E+000;-6.163158E+000
922000;-4.694342E-001;-2.731400E+000;-2.731400E+000;-7.844019E+000
934000;-4.697125E-001;-3.781938E+000;-3.781938E+000;-8.614414E+000
945000;-4.699908E-001;-4.342225E+000;-4.342225E+000;-7.844019E+000
956000;-4.702690E-001;-3.641866E+000;-3.641866E+000;-7.984091E+000
968000;-4.705406E-001;-4.412261E+000;-4.412261E+000;-8.754486E+000
980000;-4.708036E-001;-7.003589E+000;-7.003589E+000;-1.113571E+001
992000;-4.710706E-001;-6.513338E+000;-6.513338E+000;-9.104666E+000
1003000;-4.713387E-001;-5.532835E+000;-5.532835E+000;-7.003589E+000
1014000;-4.716137E-001;-3.781938E+000;-3.781938E+000;-6.163158E+000
1025000;-4.718844E-001;-3.361723E+000;-3.361723E+000;-5.462800E+000
1036000;-4.718844E-001;-3.361723E+000;-3.361723E+000;-4.972548E+000
1047000;-4.721535E-001;-3.992046E+000;-3.992046E+000;-4.972548E+000
1058000;-4.724221E-001;-3.431759E+000;-3.431759E+000;-5.392764E+000
1070000;-4.726972E-001;-4.202153E+000;-4.202153E+000;-6.233194E+000
1082000;-4.729741E-001;-5.322728E+000;-5.883015E+000;-7.773984E+000
1095000;-4.732516E-001;-5.883015E+000;-5.182656E+000;-8.894558E+000
1106000;-4.735227E-001;-5.182656E+000;-7.400000E+000;-1.050538E+001
1117000;-4.737918E-001;-5.182656E+000;-5.182656E+000;-1.050538E+001
1129000;-4.740668E-001;-7.423805E+000;-1.060000E+001;-1.120574E+001
1141000;-4.743434E-001;-5.322728E+000;-5.322728E+000;-9.945096E+000
1154000;-4.746207E-001;-3.221651E+000;-3.221651E+000;-9.945096E+000
1165000;-4.748980E-001;-1.820933E+000;-1.820933E+000;-1.029528E+001
1177000;-4.751688E-001;-9.104666E-001;-9.104666E-001;-1.057542E+001
1188000;-4.754378E-001;-6.303231E-001;-6.303231E-001;-1.092560E+001
1200000;-4.759740E-001;-4.902512E-001;-4.902512E-001;-1.183607E+001
1211000;-4.759740E-001;-4.902512E-001;-4.902512E-001;-1.183607E+001
1224000;-4.762483E-001;-2.241148E+000;-4.300000E+000;-1.950000E+001
1236000;-4.765182E-001;-3.011543E+000;-2.661364E+000;-1.414725E+001
1249000;-4.767866E-001;-3.781938E+000;-3.781938E+000;-1.449743E+001
1261000;-4.773372E-001;-4.762441E+000;-4.762441E+000;-1.582811E+001
1273000;-4.773372E-001;-4.762441E+000;-4.762441E+000;-1.442739E+001
1285000;-4.778972E-001;-2.801436E+000;-2.801436E+000;-1.421729E+001
1298000;-4.781761E-001;-2.171113E+000;-2.171113E+000;-1.379707E+001
1310000;-4.784470E-001;-2.801436E+000;-2.801436E+000;-1.323678E+001
1323000;-4.787219E-001;-2.171113E+000;-2.171113E+000;-1.225628E+001
1335000;-4.789982E-001;-1.330682E+000;-1.330682E+000;-1.127578E+001
1348000;-4.792747E-001;-7.003589E-001;-7.003589E-001;-1.169599E+001
1360000;-4.795512E-001;-1.400718E+000;-1.400718E+000;-1.246639E+001
1372000;-4.798279E-001;-1.260646E+000;-1.260646E+000;-1.246639E+001
1385000;-4.801044E-001;-2.941507E+000;-2.941507E+000;-1.295664E+001
1398000;-4.803808E-001;-3.431759E+000;-3.431759E+000;-1.351693E+001
1410000;-4.806572E-001;-5.672907E+000;-5.672907E+000;-1.351693E+001
1421000;-4.809336E-001;-5.462800E+000;-5.462800E+000;-1.190610E+001
1433000;-4.812165E-001;-4.552333E+000;-4.552333E+000;-9.734988E+000
1446000;-4.814946E-001;-2.871471E+000;-2.871471E+000;-8.404306E+000
1458000;-4.817714E-001;-1.400718E+000;-1.400718E+000;-8.194199E+000
1469000;-4.820479E-001;-4.202154E-001;-4.202154E-001;-7.353769E+000
1480000;-4.823240E-001;-2.031041E+000;-2.031041E+000;-7.563876E+000
1492000;-4.825936E-001;-2.801436E+000;-2.801436E+000;-6.513338E+000
1503000;-4.828677E-001;-2.521292E+000;-2.521292E+000;-6.443302E+000
1515000;-4.831366E-001;-4.132118E+000;-4.132118E+000;-6.023087E+000
1527000;-4.834104E-001;-5.392764E+000;-5.392764E+000;-7.213697E+000
1538000;-4.836856E-001;-6.583374E+000;-6.583374E+000;-8.684450E+000
1549000;-4.839547E-001;-6.933553E+000;-6.933553E+000;-1.001513E+001
1561000;-4.842285E-001;-5.392764E+000;-5.392764E+000;-9.664953E+000
1572000;-4.845036E-001;-4.972548E+000;-4.972548E+000;-9.384809E+000
1585000;-4.847792E-001;-3.571831E+000;-3.571831E+000;-9.314775E+000
1596000;-4.850483E-001;-2.941507E+000;-2.941507E+000;-9.174702E+000
1607000;-4.853155E-001;-2.941507E+000;-2.941507E+000;-8.544379E+000
1618000;-4.855887E-001;-3.711902E+000;-3.711902E+000;-7.563876E+000
1630000;-4.858569E-001;-3.151615E+000;-3.151615E+000;-8.334271E+000
1641000;-4.861237E-001;-2.241148E+000;-2.241148E+000;-9.384809E+000
1653000;-4.863965E-001;-1.961005E+000;-1.961005E+000;-1.036531E+001
1664000;-4.866711E-001;-3.291687E+000;-3.291687E+000;-1.092560E+001
1677000;-4.869462E-001;-3.361723E+000;-3.361723E+000;-1.197614E+001
1688000;-4.872150E-001;-3.361723E+000;-3.361723E+000;-1.197614E+001
1699000;-4.874817E-001;-1.890969E+000;-1.890969E+000;-1.099564E+001
1711000;-4.877544E-001;-1.540790E+000;-1.540790E+000;-1.064546E+001
1723000;-4.880288E-001;-2.101077E+000;-2.101077E+000;-1.092560E+001
1734000;-4.883036E-001;-1.470754E+000;-1.470754E+000;-1.134581E+001
1747000;-4.885785E-001;-2.801436E-001;-2.801436E-001;-1.050538E+001
1758000;-4.885785E-001;-2.801436E-001;-2.801436E-001;-1.050538E+001
1770000;-4.888535E-001;-5.602871E-001;-5.602871E-001;-1.400000E+001
1782000;-4.891221E-001;4.202154E-001;2.101077E-001;-9.034630E+000
1793000;-4.893950E-001;2.101077E-001;-3.501795E-001;-9.104666E+000
1805000;-4.896692E-001;-3.501795E-001;-3.501795E-001;-1.029528E+001
1816000;-4.899438E-001;-1.750897E+000;-1.750897E+000;-1.029528E+001
1827000;-4.902185E-001;-2.941507E+000;-2.941507E+000;-1.155592E+001
1839000;-4.904867E-001;-2.941507E+000;-2.941507E+000;-1.281657E+001
1851000;-4.907594E-001;-2.941507E+000;-2.941507E+000;-1.260646E+001
1863000;-4.910334E-001;-2.731400E+000;-2.731400E+000;-1.260646E+001
1875000;-4.913078E-001;-1.610825E+000;-1.610825E+000;-1.253642E+001
1886000;-4.915760E-001;-2.101077E-001;1.100000E+000;-1.225628E+001
1899000;-4.918420E-001;1.330682E+000;1.330682E+000;-1.316675E+001
1911000;-4.921138E-001;-3.501795E-001;-3.501795E-001;-1.428732E+001
1922000;-4.923874E-001;-3.501795E-001;5.602871E-001;-1.435736E+001
1934000;-4.926614E-001;5.602871E-001;5.602871E-001;-1.435736E+001
1947000;-4.929291E-001;-7.003589E-001;-7.003589E-001;-1.470754E+001
1959000;-4.932014E-001;-2.591328E+000;-3.800000E+000;-1.449743E+001
1972000;-4.934749E-001;-2.661364E+000;-2.661364E+000;-1.449743E+001
1984000;-4.937488E-001;-1.750897E+000;-1.750897E+000;-1.316675E+001
1995000;-4.940228E-001;-2.101077E+000;-2.101077E+000;-1.204617E+001
2006000;-4.942968E-001;-1.330682E+000;-1.330682E+000;-1.141585E+001
2018000;-4.945708E-001;-1.330682E+000;-7.703948E-001;-1.134581E+001
2031000;-4.948446E-001;4.202154E-001;4.202154E-001;-1.001513E+001
2042000;-4.951186E-001;4.202154E-001;-7.703948E-001;-1.036531E+001
2053000;-4.953924E-001;-7.703948E-001;-1.300000E+000;-1.064546E+001
2065000;-4.956662E-001;2.101077E-001;2.101077E-001;-9.594917E+000
2076000;-4.959399E-001;4.902512E-001;4.902512E-001;-9.034630E+000
2088000;-4.962135E-001;-4.202154E-001;-4.202154E-001;-1.057542E+001
2100000;-4.964871E-001;-3.291687E+000;-3.291687E+000;-1.204617E+001
2111000;-4.967543E-001;-3.291687E+000;-3.291687E+000;-1.204617E+001
2122000;-4.970258E-001;-3.501795E+000;-3.501795E+000;-1.204617E+001
2134000;-4.972987E-001;-7.703948E-001;-7.703948E-001;-1.057542E+001
2146000;-4.975785E-001;2.801436E-001;2.801436E-001;-1.022524E+001
2157000;-4.978537E-001;4.202154E-001;4.202154E-001;-8.754486E+000
2169000;-4.981212E-001;2.031041E+000;2.031041E+000;-8.544379E+000
2182000;-4.983927E-001;3.011543E+000;3.011543E+000;-9.244738E+000
2193000;-4.986590E-001;2.241148E+000;2.241148E+000;-1.001513E+001
2205000;-4.989301E-001;1.610825E+000;1.610825E+000;-9.734988E+000
2217000;-4.992026E-001;2.031041E+000;2.031041E+000;-9.104666E+000
2228000;-4.994690E-001;8.404307E-001;8.404307E-001;-9.875061E+000
2239000;-4.997400E-001;-1.330682E+000;-1.330682E+000;-1.169599E+001
2251000;-5.000060E-001;-3.291687E+000;-3.291687E+000;-1.386711E+001
2262000;-5.002768E-001;-3.992046E+000;-3.992046E+000;-1.477757E+001
2273000;-5.005491E-001;-1.820933E+000;-1.820933E+000;-1.337685E+001
2284000;-5.008152E-001;-4.902512E-001;-4.902512E-001;-1.274653E+001
2296000;-5.010861E-001;-1.190610E+000;-1.190610E+000;-1.211621E+001
2306000;-5.013518E-001;2.801436E-001;2.801436E-001;-1.281657E+001
2319000;-5.016160E-001;1.540790E+000;1.540790E+000;-1.281657E+001
2330000;-5.018860E-001;7.003589E-001;7.003589E-001;-1.323678E+001
2342000;-5.021578E-001;-7.703948E-001;-7.703948E-001;-1.351693E+001
2354000;-5.024301E-001;-7.003589E-001;-7.003589E-001;-1.281657E+001
2365000;-5.027026E-001;-6.303231E-001;-6.303231E-001;-1.197614E+001
2376000;-5.029749E-001;-4.902512E-001;-4.902512E-001;-1.260646E+001
2387000;-5.029749E-001;-3.151615E+000;-3.151615E+000;-1.302668E+001
2398000;-5.032474E-001;-4.692404E+000;-4.692404E+000;-1.358696E+001
2409000;-5.035197E-001;-4.692404E+000;-2.031041E+000;-1.358696E+001
2421000;-5.037983E-001;-2.031041E+000;-2.241148E+000;-1.358696E+001
2431000;-5.040661E-001;-1.540790E+000;-1.540790E+000;-1.309671E+001
2443000;-5.043368E-001;-1.330682E+000;-1.330682E+000;-1.316675E+001
2455000;-5.046087E-001;-1.330682E+000;-1.330682E+000;-1.211621E+001
2467000;-5.048870E-001;-1.400718E-001;-1.400718E-001;-1.211621E+001
2478000;-5.051609E-001;1.400718E-001;1.400718E-001;-1.190610E+001
2490000;-5.054335E-001;5.602871E-001;5.602871E-001;-1.113571E+001
2501000;-5.057056E-001;-1.400718E-001;-1.400718E-001;-9.945096E+000
2512000;-5.057056E-001;0.000000E+000;0.000000E+000;-8.894558E+000
2524000;-5.059711E-001;7.003589E-002;7.003589E-002;-9.594917E+000
2536000;-5.062423E-001;-1.330682E+000;-1.330682E+000;-1.155592E+001
2548000;-5.065139E-001;-3.011543E+000;-3.011543E+000;-1.043535E+001
2561000;-5.067855E-001;-9.805024E-001;-9.805024E-001;-1.001513E+001
2572000;-5.070572E-001;-9.805024E-001;-9.805024E-001;-1.001513E+001
2585000;-5.073288E-001;-3.011543E+000;-3.011543E+000;-1.015520E+001
2597000;-5.075939E-001;-4.832477E+000;-4.832477E+000;-1.057542E+001
2609000;-5.081344E-001;-4.202153E+000;-4.202153E+000;-1.141585E+001
2621000;-5.084056E-001;-3.081579E+000;-3.081579E+000;-1.211621E+001
2633000;-5.084056E-001;-4.762441E+000;-4.762441E+000;-1.169599E+001
2644000;-5.086706E-001;-5.953051E+000;-5.953051E+000;-1.155592E+001
2655000;-5.089399E-001;-5.953051E+000;-5.953051E+000;-1.155592E+001
2666000;-5.092105E-001;-5.953051E+000;-5.953051E+000;-1.190610E+001
2677000;-5.094817E-001;-7.563876E+000;-7.563876E+000;-1.288660E+001
2689000;-5.097528E-001;-9.664953E+000;-9.664953E+000;-1.302668E+001
2701000;-5.100175E-001;-7.073625E+000;-7.073625E+000;-1.134581E+001
2714000;-5.102866E-001;-5.602871E+000;-5.602871E+000;-1.015520E+001
2725000;-5.105570E-001;-4.622369E+000;-4.622369E+000;-9.594917E+000
2737000;-5.108278E-001;-3.781938E+000;-3.781938E+000;-9.594917E+000
2748000;-5.110986E-001;-4.762441E+000;-4.762441E+000;-9.875061E+000
2760000;-5.113695E-001;-4.412261E+000;-4.412261E+000;-1.022524E+001
2771000;-5.116339E-001;-5.182656E+000;-5.182656E+000;-1.099564E+001
2782000;-5.119026E-001;-5.602871E+000;-5.602871E+000;-1.169599E+001
2793000;-5.121728E-001;-7.773984E+000;-7.773984E+000;-1.225628E+001
2804000;-5.124432E-001;-9.734988E+000;-9.734988E+000;-1.309671E+001
2817000;-5.127137E-001;-9.594917E+000;-9.594917E+000;-1.330682E+001
2829000;-5.129843E-001;-9.594917E+000;-9.594917E+000;-1.330682E+001
2840000;-5.132548E-001;-7.703948E+000;-7.703948E+000;-1.295664E+001
2851000;-5.135252E-001;-4.902513E+000;-4.902513E+000;-1.120574E+001
2863000;-5.137892E-001;-2.661364E+000;-2.661364E+000;-9.945096E+000
2875000;-5.140577E-001;-2.521292E+000;-2.521292E+000;-8.964594E+000
2886000;-5.143211E-001;-2.171113E+000;-2.171113E+000;-7.773984E+000
2897000;-5.145892E-001;-2.101077E+000;-2.101077E+000;-7.844019E+000
2909000;-5.148650E-001;-1.680861E+000;-1.680861E+000;-7.633912E+000
2920000;-5.151369E-001;-1.330682E+000;-1.330682E+000;-8.334271E+000
2932000;-5.154074E-001;-2.941507E+000;-2.941507E+000;-9.384809E+000
2944000;-5.156778E-001;-4.132118E+000;-4.132118E+000;-1.085556E+001
2955000;-5.159477E-001;-4.552333E+000;-4.552333E+000;-1.190610E+001
2967000;-5.162176E-001;-4.692404E+000;-4.692404E+000;-1.232632E+001
2979000;-5.164875E-001;-3.221651E+000;-3.221651E+000;-1.197614E+001
2990000;-5.167572E-001;-3.011543E+000;-3.011543E+000;-1.190610E+001
3002000;-5.170271E-001;-2.171113E+000;-2.171113E+000;-1.211621E+001
3015000;-5.170271E-001;-1.190610E+000;-1.190610E+000;-1.239635E+001
3028000;-5.175602E-001;-1.120574E+000;-1.120574E+000;-1.246639E+001
3040000;-5.178216E-001;-4.202154E-001;-4.202154E-001;-1.197614E+001
3053000;-5.180886E-001;7.003589E-001;7.003589E-001;-1.162596E+001
3065000;-5.183574E-001;-2.801436E-001;-2.801436E-001;-1.190610E+001
3076000;-5.186203E-001;-2.381220E+000;-2.381220E+000;-1.141585E+001
3089000;-5.188814E-001;-3.221651E+000;-3.221651E+000;-1.141585E+001
3100000;-5.191483E-001;-3.992046E+000;-3.992046E+000;-1.183607E+001
3111000;-5.194105E-001;-4.552333E+000;-4.552333E+000;-1.239635E+001
3124000;-5.196840E-001;-3.571831E+000;-3.571831E+000;-1.239635E+001
3136000;-5.199545E-001;-2.661364E+000;-2.661364E+000;-1.288660E+001
3147000;-5.202177E-001;-1.680861E+000;-1.680861E+000;-1.260646E+001
3158000;-5.204850E-001;-6.303231E-001;-6.303231E-001;-1.204617E+001
3170000;-5.207534E-001;-1.610825E+000;-1.610825E+000;-1.253642E+001
3182000;-5.210159E-001;-3.011543E+000;-3.011543E+000;-1.274653E+001
3195000;-5.212829E-001;-1.961005E+000;-1.961005E+000;-1.232632E+001
3206000;-5.215450E-001;-2.521292E+000;-2.521292E+000;-1.190610E+001
3217000;-5.218054E-001;-4.062082E+000;-4.062082E+000;-1.225628E+001
3228000;-5.218054E-001;-3.501795E+000;-3.501795E+000;-1.302668E+001
3240000;-5.223333E-001;-3.151615E+000;-3.151615E+000;-1.330682E+001
3251000;-5.225999E-001;-3.151615E+000;-3.151615E+000;-1.358696E+001
3264000;-5.228680E-001;-2.661364E+000;-2.661364E+000;-1.330682E+001
3276000;-5.231364E-001;-2.311184E+000;-2.311184E+000;-1.351693E+001
3288000;-5.233985E-001;-4.202154E-001;-4.202154E-001;-1.323678E+001
3299000;-5.236525E-001;8.404307E-001;8.404307E-001;-1.232632E+001
3312000;-5.239165E-001;2.031041E+000;2.031041E+000;-1.197614E+001
3324000;-5.241836E-001;6.303231E-001;6.303231E-001;-1.232632E+001
3337000;-5.244516E-001;1.330682E+000;1.330682E+000;-1.176603E+001
3349000;-5.247198E-001;1.190610E+000;1.190610E+000;-1.120574E+001
3361000;-5.249881E-001;8.404307E-001;8.404307E-001;-1.162596E+001
3373000;-5.252562E-001;-2.101077E+000;-2.101077E+000;-1.141585E+001
3384000;-5.255243E-001;-3.781938E+000;-3.781938E+000;-1.211621E+001
3396000;-5.257924E-001;-3.781938E+000;-3.781938E+000;-1.211621E+001
3407000;-5.260603E-001;-3.081579E+000;-3.081579E+000;-1.211621E+001
3419000;-5.263283E-001;-1.540790E+000;-1.540790E+000;-1.008517E+001
3430000;-5.266025E-001;2.101077E-001;2.101077E-001;-1.022524E+001
3441000;-5.268722E-001;4.902512E-001;4.902512E-001;-1.022524E+001
3453000;-5.271406E-001;-2.101077E-001;-2.101077E-001;-1.085556E+001
3464000;-5.271406E-001;-5.602871E-001;-5.602871E-001;-1.050538E+001
3476000;-5.276762E-001;3.501795E-001;3.501795E-001;-1.078553E+001
3487000;-5.279438E-001;1.400718E-001;1.400718E-001;-1.022524E+001
3499000;-5.282115E-001;-1.260646E+000;-1.260646E+000;-1.078553E+001
3511000;-5.284790E-001;-3.431759E+000;-3.431759E+000;-1.267650E+001
3522000;-5.287465E-001;-5.112620E+000;-5.112620E+000;-1.421729E+001
3534000;-5.290139E-001;-5.462800E+000;-5.462800E+000;-1.456746E+001
3547000;-5.292813E-001;-3.781938E+000;-3.781938E+000;-1.316675E+001
3560000;-5.295486E-001;-3.992046E+000;-3.992046E+000;-1.281657E+001
3571000;-5.298159E-001;-2.871471E+000;-2.871471E+000;-1.169599E+001
3582000;-5.298159E-001;-1.540790E+000;-1.540790E+000;-1.120574E+001
3593000;-5.300831E-001;-1.050538E+000;-1.050538E+000;-1.169599E+001
3605000;-5.306112E-001;-2.521292E+000;-2.521292E+000;-1.274653E+001
3617000;-5.308700E-001;-5.252692E+000;-5.252692E+000;-1.246639E+001
3628000;-5.311345E-001;-4.622369E+000;-4.622369E+000;-1.190610E+001
3640000;-5.311345E-001;-3.992046E+000;-3.992046E+000;-1.267650E+001
3651000;-5.313946E-001;-6.863518E+000;-6.863518E+000;-1.351693E+001
3663000;-5.316531E-001;-9.384809E+000;-9.384809E+000;-1.344689E+001
3675000;-5.319175E-001;-9.384809E+000;-9.384809E+000;-1.414725E+001
3688000;-5.324355E-001;-6.093122E+000;-6.093122E+000;-1.260646E+001
3700000;-5.326935E-001;-4.972548E+000;-4.972548E+000;-1.211621E+001
3712000;-5.329574E-001;-5.602871E+000;-5.602871E+000;-1.141585E+001
3724000;-5.332233E-001;-6.093122E+000;-6.093122E+000;-1.022524E+001
3736000;-5.332233E-001;-5.322728E+000;-5.322728E+000;-9.594917E+000
3748000;-5.334896E-001;-5.883015E+000;-5.883015E+000;-1.022524E+001
3761000;-5.337559E-001;-4.692404E+000;-4.692404E+000;-1.071549E+001
3773000;-5.342886E-001;-3.992046E+000;-3.992046E+000;-1.043535E+001
3784000;-5.345488E-001;-4.832477E+000;-4.832477E+000;-1.120574E+001
3796000;-5.348132E-001;-6.093122E+000;-6.093122E+000;-1.267650E+001
3808000;-5.350788E-001;-7.423805E+000;-7.423805E+000;-1.365700E+001
3819000;-5.350788E-001;-7.773984E+000;-7.773984E+000;-1.414725E+001
3831000;-5.353450E-001;-6.093122E+000;-6.093122E+000;-1.393714E+001
3842000;-5.356109E-001;-4.692404E+000;-4.692404E+000;-1.414725E+001
3853000;-5.358770E-001;-4.132118E+000;-4.132118E+000;-1.358696E+001
3865000;-5.364089E-001;-3.781938E+000;-3.781938E+000;-1.281657E+001
3877000;-5.364089E-001;-2.871471E+000;-2.871471E+000;-1.190610E+001
3888000;-5.366749E-001;-2.381220E+000;-2.381220E+000;-1.183607E+001
3900000;-5.372064E-001;-3.711902E+000;-3.711902E+000;-1.148589E+001
3912000;-5.372064E-001;-3.711902E+000;-3.711902E+000;-1.148589E+001
3923000;-5.374722E-001;-4.062082E+000;-4.062082E+000;-1.036531E+001
3935000;-5.377378E-001;-4.132118E+000;-4.132118E+000;-1.015520E+001
3948000;-5.380034E-001;-5.042584E+000;-5.462800E+000;-1.295664E+001
3960000;-5.382690E-001;-5.462800E+000;-5.462800E+000;-1.316675E+001
3971000;-5.385345E-001;-4.972548E+000;-4.972548E+000;-1.246639E+001
3982000;-5.387999E-001;-2.941507E+000;-2.941507E+000;-1.155592E+001
3995000;-5.390593E-001;-2.591328E+000;-2.591328E+000;-1.064546E+001
4006000;-5.393227E-001;-1.400718E+000;-1.400718E+000;-1.148589E+001
4017000;-5.395875E-001;-1.400718E+000;-3.000000E-001;-1.106567E+001
4028000;-5.398525E-001;-2.101077E-001;-2.101077E-001;-1.141585E+001
4040000;-5.401176E-001;-7.003589E-002;-7.003589E-002;-1.099564E+001
4052000;-5.403765E-001;-7.003589E-002;-1.600000E+000;-1.071549E+001
4064000;-5.406398E-001;-1.330682E+000;-1.330682E+000;-1.008517E+001
4077000;-5.409105E-001;-1.820933E+000;-1.820933E+000;-1.099564E+001
4089000;-5.414346E-001;-1.470754E+000;-1.470754E+000;-1.281657E+001
4102000;-5.414346E-001;-1.470754E+000;-1.470754E+000;-1.281657E+001
4114000;-5.416991E-001;-2.451256E+000;-2.451256E+000;-1.281657E+001
4125000;-5.419638E-001;-8.404307E-001;-8.404307E-001;-1.085556E+001
4137000;-5.422286E-001;-8.404307E-001;-8.404307E-001;-9.384809E+000
