timestamp,roll_true,pitch_true,yaw_true,roll_comp,pitch_comp,yaw_comp,roll_kalman,pitch_kalman,yaw_kalman
0.0,0.0,0.0,0.0,-3.285436166831075,0.2666355463335798,0.05245268122312963,-94.06520554408144,-0.06147812839093832,0.05245268122312963
0.01,0.3141075907812829,0.28272659573112263,0.05,0.6858599254582217,0.5196722356935367,0.09887581858870854,11.329055745333257,0.012638731353537859,0.09887581858870854
0.02,0.6279051952931337,0.5653527400490181,0.1,4.567112697651103,0.7807136003442501,0.1522522794447876,66.3270103885298,0.23087058950159414,0.1522522794447876
0.03,0.9410831331851431,0.8477780172303679,0.15,8.376967569717737,1.0610651998258973,0.20598965621844362,100.32981220795732,0.7501391708241473,0.20598965621844362
0.04,1.2533323356430426,1.1299020829189907,0.2,12.111114275418466,1.3428196466645166,0.2583666341104326,123.15624534355943,1.2267789746740818,0.2583666341104326
0.05,1.5643446504023086,1.4116246997777149,0.25,15.756587354270554,1.6096635282576297,0.30956615763703194,138.88281611846648,1.5505879949047925,0.30956615763703194
0.06,1.873813145857246,1.6928457731022253,0.3,19.32505221983883,1.868500274978746,0.35022348173219575,150.12204782879226,1.7186340124603456,0.35022348173219575
0.07,2.1814324139654255,1.9734653863842375,0.35000000000000003,22.77517720117886,2.1156223389986026,0.40852989833771014,157.73997752614056,1.7657071647871263,0.40852989833771014
0.08,2.486898871648548,2.253383836811356,0.4,26.177354429827698,2.374754888436785,0.46049306560928205,163.4614446722511,2.0486141980119306,0.46049306560928205
0.09,2.789911060392293,2.532501670691008,0.44999999999999996,29.500383469264158,2.6537893880293315,0.5116204423533115,167.61528151552312,2.5830575228458783,0.5116204423533115
0.1,3.090169943749474,2.8107197187858692,0.5,32.75446019428514,2.927069127794778,0.5596143647420828,170.6186539742456,2.8426156604796846,0.5596143647420828
0.11,3.3873792024529137,3.08793913154822,0.55,35.92504402317591,3.1683814486909707,0.6142988606128664,172.54750773207968,2.8494085854872937,0.6142988606128664
0.12,3.681245526846779,3.3640614142407177,0.6,39.016029670783375,3.4384609300276723,0.6728328990720185,173.8633828200639,3.345494137524789,0.6728328990720185
0.13,3.971478906347806,3.638988461931111,0.65,42.03572723266207,3.6953964798739505,0.7305590712004092,174.6837638554789,3.509597134097286,0.7305590712004092
0.14,4.257792915650727,3.9126225943484543,0.7000000000000001,45.016652741102156,3.969695456558895,0.7904480901622789,175.53345831159106,4.03189339153314,0.7904480901622789
0.15,4.5399049973954675,4.184866590588439,0.75,47.89682908897045,4.225656930882758,0.8486901102283316,175.75518956597224,4.309594722112659,0.8486901102283316
0.16,4.817536741017153,4.455623723655524,0.8,50.73211904468613,4.494175951727264,0.9010500609457656,176.02537602826214,4.660857410392417,0.9010500609457656
0.17,5.090414157503713,4.724797794829572,0.8500000000000001,53.469478690802,4.765663393120111,0.9515300136928456,175.9413699923173,5.0526582437229255,0.9515300136928456
0.18,5.358267949789966,4.9922931678447995,0.8999999999999999,56.154689682746984,5.008642693277709,1.0062565438499431,175.84183698647035,4.969838850751998,1.0062565438499431
0.19,5.620833778521305,5.2580148028688845,0.95,58.762609126326566,5.241899056523957,1.0625426997955363,175.56060081266637,5.160111532891196,1.0625426997955363
0.2,5.877852522924732,5.521868290270169,1.0,61.35229623821835,5.476905018005716,1.120359468271095,175.81000391554105,5.308823021353507,1.120359468271095
0.21,6.129070536529763,5.783759884160947,1.05,63.84721246585693,5.723887826559187,1.172636555563223,175.54850198383127,5.664578466917932,1.172636555563223
0.22,6.374239897486897,6.04359653570494,1.1,66.29273626334964,5.974596014096417,1.225021631223978,175.35178294383024,6.030825015942941,1.225021631223978
0.23,6.613118653236518,6.301285926177094,1.1500000000000001,68.66711492180485,6.207629002075284,1.2799977727041532,175.08821694263636,6.094159652723066,1.2799977727041532
0.24,6.845471059286886,6.556736499763993,1.2,70.98225569630984,6.44530119314381,1.3336842018448176,174.73890751556968,6.386843720822132,1.3336842018448176
0.25,7.0710678118654755,6.809857496093201,1.25,73.24422104437144,6.673280349472334,1.3861146157510862,174.47104134862383,6.521613357910667,1.3861146157510862
0.26,7.289686274214116,7.0605589824799875,1.3,75.45420117976519,6.905473356337754,1.4395890550419477,174.25713238185324,6.744101233074164,1.4395890550419477
0.27,7.501110696304596,7.3087518858799845,1.35,77.61194433655803,7.131198063070217,1.494711254561719,174.11708165850916,6.999384872913055,1.494711254561719
0.28,7.705132427757892,7.554348024536412,1.4000000000000001,79.69741947229161,7.390862423765655,1.5522173164506008,173.7310194702135,7.602793493993754,1.5522173164506008
0.29,7.901550123756903,7.797260139310642,1.45,81.75472799266032,7.603021640109037,1.6019287783532599,173.72536235578062,7.648861852378041,1.6019287783532599
0.3,8.090169943749475,8.03740192468495,1.5,83.76667974972787,7.819299233422266,1.647165648222698,173.68455809691895,7.799400211140633,1.647165648222698
0.31,8.270805742745619,8.274688059426452,1.55,85.7167730035461,8.02252118739232,1.7049519761745016,173.51743448720734,7.816799387934558,1.7049519761745016
0.32,8.443279255020151,8.509034236901348,1.6,87.5991137228771,8.246233175484743,1.7620382805646593,173.0523721991817,8.229672428610229,1.7620382805646593
0.33,8.607420270039437,8.740357195028642,1.6500000000000001,89.4376998493168,8.47666773864267,1.8133654354850306,172.74337190799122,8.599332149694453,1.8133654354850306
0.34,8.763066800438637,8.968574745862782,1.7000000000000002,91.24756173620328,8.681180301366675,1.8686250122925163,172.8580452202964,8.676412110816344,1.8686250122925163
0.35000000000000003,8.910065241883679,9.193605804794647,1.7500000000000002,93.01563770768037,8.909200793520501,1.9278544532998783,172.9354516481685,9.027086732655375,1.9278544532998783
0.36,9.048270524660197,9.415370419360507,1.7999999999999998,94.73268711900896,9.151945102251464,1.976918815616577,172.8769224928177,9.727546117397505,1.976918815616577
0.37,9.177546256839811,9.633789797648767,1.85,96.36098762311863,9.380005106568447,2.0303604564481783,172.28008983094813,10.108481371536435,2.0303604564481783
0.38,9.297764858882513,9.848786336294346,1.9,97.95930059295499,9.588320108152423,2.0800373718429404,172.00805626763014,10.129462758578812,2.0800373718429404
0.39,9.408807689542254,10.0602836480508,1.9500000000000002,99.53240963763116,9.804841286335828,2.132267237749474,171.86319104206203,10.262860348027031,2.132267237749474
0.4,9.510565162951535,10.268206588930331,2.0,101.04198404445673,9.987752061885134,2.177957751280747,171.51265557459297,10.295853881190595,2.177957751280747
0.41000000000000003,9.60293685676943,10.47248128490209,2.0500000000000003,102.5422637890624,10.194103595065496,2.2220046600714194,171.48200987258332,10.567709478311885,2.2220046600714194
0.42,9.68583161128631,10.67303515813928,2.1,103.96602472669649,10.393730861500885,2.2642817973560825,170.97974715587637,10.903491615900574,2.2642817973560825
0.43,9.759167619387473,10.869796952805698,2.15,105.36615891544754,10.561863625433594,2.3215159767976643,170.9518421608273,10.800700478468535,2.3215159767976643
0.44,9.822872507286887,11.062696760372608,2.2,106.70832863978252,10.73951949032655,2.3642129747905014,170.68382907235306,10.93751563535161,2.3642129747905014
